Date,TransactionNumber,MerchantID,Amount,Reference,Particulars,Status,CardNumber,CVV,CardName,RefundDate,RefundTransactionNumber,RefundedAmount,CardType,RefundReference,RefundParticulars
3/12/2022 5:34,P2212B0043157266,632998,19,Webpayment@123,WebPayC,Blocked,222100******2347,1031,UX BOT,3/12/2022 5:34,P221210018156727,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
3/12/2022 5:34,P2212B0043157269,632998,20,Webpayment&ryrtd123,WebPayC,Blocked,345678*****4564,1031,UX BOT,3/12/2022 5:34,P221210018156729,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
3/12/2022 5:35,P2212B0043157271,632998,21,123,WebPayC,Blocked,601531******5676,1031,UX BOT,3/12/2022 5:35,P221210018156730,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
3/12/2022 5:35,P2212B0043157273,632998,22,123@avcd%,WebPayC,Blocked,361295****2349,1031,UX BOT,3/12/2022 5:35,P221210018156731,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 0:35,P221210018161139,632998,100,MasterCard 00,Capture AND Refund,Successful,512345******2346,1023,SUCCESSFUL,4/12/2022 0:35,P221210018161138,100,MasterCard 00,Capture AND Refund,testuatautomation@gmail.com
4/12/2022 0:36,P221210018161142,632998,100,Visa 00,Capture AND Refund,Successful,498765******8769,1023,SUCCESSFUL,4/12/2022 0:36,P221210018161141,100,Visa 00,Capture AND Refund,testuatautomation@gmail.com
4/12/2022 0:36,P221210018161146,632998,100,American Express 00,Capture AND Refund,Successful,345678*****4564,1023,SUCCESSFUL,4/12/2022 0:36,P221210018161145,100,American Express 00,Capture AND Refund,testuatautomation@gmail.com
4/12/2022 0:36,P221210018161149,632998,100,Diners Club 00,Capture AND Refund,Successful,361295****2349,1023,SUCCESSFUL,4/12/2022 0:36,P221210018161148,100,Diners Club 00,Capture AND Refund,testuatautomation@gmail.com
4/12/2022 0:36,P221210018161153,632998,100,QCard 00,Capture AND Refund,Successful,601531******5676,1023,SUCCESSFUL,4/12/2022 0:36,P221210018161152,100,QCard 00,Capture AND Refund,testuatautomation@gmail.com
4/12/2022 2:36,P221210018162000,632998,100,Non3DS 00,Non3DS 00,Successful,512345******2346,1023,SUCCESSFUL,4/12/2022 2:36,P221210018161998,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
4/12/2022 2:36,P221210018162002,632998,100,Non3DS 00,Non3DS 00,Successful,498765******8769,1023,SUCCESSFUL,4/12/2022 2:36,P221210018162001,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
4/12/2022 2:36,P221210018162005,632998,100,Non3DS 00,Non3DS 00,Successful,345678*****4564,1023,SUCCESSFUL,4/12/2022 2:36,P221210018162004,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
4/12/2022 2:37,P221210018162007,632998,100,Non3DS 00,Non3DS 00,Successful,361295****2349,1023,SUCCESSFUL,4/12/2022 2:36,P221210018162006,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
4/12/2022 2:37,P221210018162010,632998,100,Non3DS 00,Non3DS 00,Successful,601531******5676,1023,SUCCESSFUL,4/12/2022 2:37,P221210018162008,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
4/12/2022 3:58,P221210018162265,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,4/12/2022 3:58,P2212T0043162899,30,UXRefFilter,UxTransactionFilter,API\110387
4/12/2022 3:59,P221210018162269,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,4/12/2022 3:59,P2212T0043162903,30,UXRefFilter,UxTransactionFilter,API\110387
4/12/2022 4:35,P221210018162408,632998,6,Refund,Refund UX,Successful,411111******1111,1232,Ux Bot,4/12/2022 4:35,P221210018162407,20,VTR,Card txn,testuatautomation@gmail.com
4/12/2022 4:35,P2212B0043163043,632998,30,Refund,Refund UX,Blocked,411111******1111,1232,Ux Bot,4/12/2022 4:35,P221210018162409,20,VTR,Card txn,testuatautomation@gmail.com
4/12/2022 5:18,P2212B0043163150,632998,26,Refund,Refund UX,Blocked,411111******1111,1234,UX BOT,4/12/2022 5:17,P221210018162516,25,Refund,Refund,testuatautomation@gmail.com
4/12/2022 5:18,P2212B0043163153,632998,25.01,Refund,Refund UX,Blocked,345678*****4564,1234,UX BOT,4/12/2022 5:18,P221210018162518,25,Refund,Refund,testuatautomation@gmail.com
4/12/2022 5:18,P2212B0043163156,632998,99,Refund,Refund UX,Blocked,601531******5676,1234,UX BOT,4/12/2022 5:18,P221210018162520,25,Refund,Refund,testuatautomation@gmail.com
4/12/2022 5:18,P2212B0043163158,632998,25.99,123Refund,Refund UX,Blocked,558715******1374,1234,UX BOT,4/12/2022 5:18,P221210018162521,25,Refund,Refund,testuatautomation@gmail.com
4/12/2022 5:18,P2212B0043163160,632998,26,Refund,Refund UX,Blocked,222100******2347,223,UX Token Bot,4/12/2022 5:18,P221210018162522,25,Refund,Refund,testuatautomation@gmail.com
4/12/2022 5:18,P2212B0043163162,632998,26.12,Refund,Refund UX,Blocked,512345******2346,1023,SUCCESSFUL,4/12/2022 5:18,P221210018162523,25,Refund,Refund,testuatautomation@gmail.com
4/12/2022 5:18,P2212B0043163164,632998,25.99,Refund@234,Refund UX,Blocked,345678*****4564,1234,UX BOT,4/12/2022 5:18,P221210018162524,25,Refund,Refund,testuatautomation@gmail.com
4/12/2022 5:33,P221210018162566,632998,5,WebpaymentC,WebPayC,Successful,411111******1111,1031,UX BOT,4/12/2022 5:33,P221210018162565,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:33,P221210018162569,632998,9,WebpaymentC,WebPayC,Successful,558715******1374,1031,UX BOT,4/12/2022 5:33,P221210018162568,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:33,P221210018162572,632998,10,WebpaymentC,WebPayC,Successful,222100******2347,1031,UX BOT,4/12/2022 5:33,P221210018162571,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:34,P221210018162574,632998,7,WebpaymentC,WebPayC,Successful,345678*****4564,1031,UX BOT,4/12/2022 5:34,P221210018162573,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:34,P221210018162576,632998,7,WebpaymentC,WebPayC,Successful,601531******5676,1031,UX BOT,4/12/2022 5:34,P221210018162575,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:34,P221210018162578,632998,2,WebpaymentC,WebPayC,Successful,361295****2349,1031,UX BOT,4/12/2022 5:34,P221210018162577,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:34,P221210018162582,632998,5,WebpaymentRef,WebPayC,Successful,411111******1111,1031,UX BOT,4/12/2022 5:34,P221210018162581,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:35,P221210018162584,632998,9,Webpayment123,WebPayC,Successful,558715******1374,1031,UX BOT,4/12/2022 5:35,P221210018162583,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:35,P221210018162586,632998,10,Webpayment@123,WebPayC,Successful,222100******2347,1031,UX BOT,4/12/2022 5:35,P221210018162585,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:35,P221210018162588,632998,7,Webpayment&ryrtd123,WebPayC,Successful,345678*****4564,1031,UX BOT,4/12/2022 5:35,P221210018162587,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:35,P221210018162591,632998,7,123,WebPayC,Successful,601531******5676,1031,UX BOT,4/12/2022 5:35,P221210018162590,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:36,P221210018162594,632998,2,123@avcd%,WebPayC,Successful,361295****2349,1031,UX BOT,4/12/2022 5:35,P221210018162593,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:36,P2212B0043163236,632998,11,WebpaymentC,WebPayC,Blocked,411111******1111,1031,UX BOT,4/12/2022 5:36,P221210018162595,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:36,P2212B0043163238,632998,12,WebpaymentC,WebPayC,Blocked,558715******1374,1031,UX BOT,4/12/2022 5:36,P221210018162596,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:36,P2212B0043163240,632998,13,WebpaymentC,WebPayC,Blocked,222100******2347,1031,UX BOT,4/12/2022 5:36,P221210018162597,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:36,P2212B0043163244,632998,14,WebpaymentC,WebPayC,Blocked,345678*****4564,1031,UX BOT,4/12/2022 5:36,P221210018162599,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:37,P2212B0043163246,632998,14,WebpaymentC,WebPayC,Blocked,601531******5676,1031,UX BOT,4/12/2022 5:37,P221210018162601,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:37,P2212B0043163248,632998,16,WebpaymentC,WebPayC,Blocked,361295****2349,1031,UX BOT,4/12/2022 5:37,P221210018162602,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:37,P2212B0043163250,632998,17,WebpaymentRef,WebPayC,Blocked,411111******1111,1031,UX BOT,4/12/2022 5:37,P221210018162603,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:37,P2212B0043163252,632998,18,Webpayment123,WebPayC,Blocked,558715******1374,1031,UX BOT,4/12/2022 5:37,P221210018162604,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:37,P2212B0043163256,632998,19,Webpayment@123,WebPayC,Blocked,222100******2347,1031,UX BOT,4/12/2022 5:37,P221210018162607,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:38,P2212B0043163258,632998,20,Webpayment&ryrtd123,WebPayC,Blocked,345678*****4564,1031,UX BOT,4/12/2022 5:38,P221210018162608,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:38,P2212B0043163260,632998,21,123,WebPayC,Blocked,601531******5676,1031,UX BOT,4/12/2022 5:38,P221210018162609,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
4/12/2022 5:38,P2212B0043163262,632998,22,123@avcd%,WebPayC,Blocked,361295****2349,1031,UX BOT,4/12/2022 5:38,P221210018162610,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 0:34,P221210018167005,632998,100,MasterCard 00,Capture AND Refund,Successful,512345******2346,1023,SUCCESSFUL,5/12/2022 0:34,P221210018167004,100,MasterCard 00,Capture AND Refund,testuatautomation@gmail.com
5/12/2022 0:35,P221210018167009,632998,100,Visa 00,Capture AND Refund,Successful,498765******8769,1023,SUCCESSFUL,5/12/2022 0:34,P221210018167008,100,Visa 00,Capture AND Refund,testuatautomation@gmail.com
5/12/2022 0:35,P221210018167013,632998,100,American Express 00,Capture AND Refund,Successful,345678*****4564,1023,SUCCESSFUL,5/12/2022 0:35,P221210018167012,100,American Express 00,Capture AND Refund,testuatautomation@gmail.com
5/12/2022 0:35,P221210018167016,632998,100,Diners Club 00,Capture AND Refund,Successful,361295****2349,1023,SUCCESSFUL,5/12/2022 0:35,P221210018167015,100,Diners Club 00,Capture AND Refund,testuatautomation@gmail.com
5/12/2022 0:35,P221210018167020,632998,100,QCard 00,Capture AND Refund,Successful,601531******5676,1023,SUCCESSFUL,5/12/2022 0:35,P221210018167018,100,QCard 00,Capture AND Refund,testuatautomation@gmail.com
5/12/2022 2:31,P221210018167889,632998,100,Non3DS 00,Non3DS 00,Successful,512345******2346,1023,SUCCESSFUL,5/12/2022 2:31,P221210018167887,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
5/12/2022 2:31,P221210018167891,632998,100,Non3DS 00,Non3DS 00,Successful,498765******8769,1023,SUCCESSFUL,5/12/2022 2:31,P221210018167890,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
5/12/2022 2:31,P221210018167893,632998,100,Non3DS 00,Non3DS 00,Successful,345678*****4564,1023,SUCCESSFUL,5/12/2022 2:31,P221210018167892,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
5/12/2022 2:32,P221210018167895,632998,100,Non3DS 00,Non3DS 00,Successful,361295****2349,1023,SUCCESSFUL,5/12/2022 2:32,P221210018167894,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
5/12/2022 2:32,P221210018167897,632998,100,Non3DS 00,Non3DS 00,Successful,601531******5676,1023,SUCCESSFUL,5/12/2022 2:32,P221210018167896,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
5/12/2022 3:53,P221210018168170,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,5/12/2022 3:53,P2212T0043168921,30,UXRefFilter,UxTransactionFilter,API\110387
5/12/2022 3:54,P221210018168175,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,5/12/2022 3:54,P2212T0043168925,30,UXRefFilter,UxTransactionFilter,API\110387
5/12/2022 4:27,P221210018168310,632998,6,Refund,Refund UX,Successful,411111******1111,1232,Ux Bot,5/12/2022 4:27,P221210018168309,20,VTR,Card txn,testuatautomation@gmail.com
5/12/2022 4:27,P2212B0043169060,632998,30,Refund,Refund UX,Blocked,411111******1111,1232,Ux Bot,5/12/2022 4:27,P221210018168311,20,VTR,Card txn,testuatautomation@gmail.com
5/12/2022 5:10,P2212B0043169176,632998,26,Refund,Refund UX,Blocked,411111******1111,1234,UX BOT,5/12/2022 5:10,P221210018168424,25,Refund,Refund,testuatautomation@gmail.com
5/12/2022 5:11,P2212B0043169178,632998,25.01,Refund,Refund UX,Blocked,345678*****4564,1234,UX BOT,5/12/2022 5:10,P221210018168427,25,Refund,Refund,testuatautomation@gmail.com
5/12/2022 5:11,P2212B0043169180,632998,99,Refund,Refund UX,Blocked,601531******5676,1234,UX BOT,5/12/2022 5:11,P221210018168428,25,Refund,Refund,testuatautomation@gmail.com
5/12/2022 5:11,P2212B0043169182,632998,25.99,123Refund,Refund UX,Blocked,558715******1374,1234,UX BOT,5/12/2022 5:11,P221210018168429,25,Refund,Refund,testuatautomation@gmail.com
5/12/2022 5:11,P2212B0043169184,632998,26,Refund,Refund UX,Blocked,222100******2347,223,UX Token Bot,5/12/2022 5:11,P221210018168430,25,Refund,Refund,testuatautomation@gmail.com
5/12/2022 5:11,P2212B0043169188,632998,26.12,Refund,Refund UX,Blocked,512345******2346,1023,SUCCESSFUL,5/12/2022 5:11,P221210018168433,25,Refund,Refund,testuatautomation@gmail.com
5/12/2022 5:11,P2212B0043169190,632998,25.99,Refund@234,Refund UX,Blocked,345678*****4564,1234,UX BOT,5/12/2022 5:11,P221210018168434,25,Refund,Refund,testuatautomation@gmail.com
5/12/2022 5:26,P221210018168482,632998,5,WebpaymentC,WebPayC,Successful,411111******1111,1031,UX BOT,5/12/2022 5:26,P221210018168481,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:27,P221210018168484,632998,9,WebpaymentC,WebPayC,Successful,558715******1374,1031,UX BOT,5/12/2022 5:27,P221210018168483,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:27,P221210018168488,632998,10,WebpaymentC,WebPayC,Successful,222100******2347,1031,UX BOT,5/12/2022 5:27,P221210018168487,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:27,P221210018168490,632998,7,WebpaymentC,WebPayC,Successful,345678*****4564,1031,UX BOT,5/12/2022 5:27,P221210018168489,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:27,P221210018168492,632998,7,WebpaymentC,WebPayC,Successful,601531******5676,1031,UX BOT,5/12/2022 5:27,P221210018168491,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:28,P221210018168494,632998,2,WebpaymentC,WebPayC,Successful,361295****2349,1031,UX BOT,5/12/2022 5:28,P221210018168493,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:28,P221210018168498,632998,5,WebpaymentRef,WebPayC,Successful,411111******1111,1031,UX BOT,5/12/2022 5:28,P221210018168497,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:28,P221210018168500,632998,9,Webpayment123,WebPayC,Successful,558715******1374,1031,UX BOT,5/12/2022 5:28,P221210018168499,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:29,P221210018168502,632998,10,Webpayment@123,WebPayC,Successful,222100******2347,1031,UX BOT,5/12/2022 5:29,P221210018168501,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:29,P221210018168506,632998,7,Webpayment&ryrtd123,WebPayC,Successful,345678*****4564,1031,UX BOT,5/12/2022 5:29,P221210018168503,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:29,P221210018168508,632998,7,123,WebPayC,Successful,601531******5676,1031,UX BOT,5/12/2022 5:29,P221210018168507,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:29,P221210018168510,632998,2,123@avcd%,WebPayC,Successful,361295****2349,1031,UX BOT,5/12/2022 5:29,P221210018168509,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:30,P2212B0043169268,632998,11,WebpaymentC,WebPayC,Blocked,411111******1111,1031,UX BOT,5/12/2022 5:30,P221210018168511,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:30,P2212B0043169272,632998,12,WebpaymentC,WebPayC,Blocked,558715******1374,1031,UX BOT,5/12/2022 5:30,P221210018168514,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:30,P2212B0043169274,632998,13,WebpaymentC,WebPayC,Blocked,222100******2347,1031,UX BOT,5/12/2022 5:30,P221210018168515,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:30,P2212B0043169276,632998,14,WebpaymentC,WebPayC,Blocked,345678*****4564,1031,UX BOT,5/12/2022 5:30,P221210018168516,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:31,P2212B0043169278,632998,14,WebpaymentC,WebPayC,Blocked,601531******5676,1031,UX BOT,5/12/2022 5:31,P221210018168517,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:31,P2212B0043169282,632998,16,WebpaymentC,WebPayC,Blocked,361295****2349,1031,UX BOT,5/12/2022 5:31,P221210018168518,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:31,P2212B0043169284,632998,17,WebpaymentRef,WebPayC,Blocked,411111******1111,1031,UX BOT,5/12/2022 5:31,P221210018168521,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:31,P2212B0043169286,632998,18,Webpayment123,WebPayC,Blocked,558715******1374,1031,UX BOT,5/12/2022 5:31,P221210018168522,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:32,P2212B0043169288,632998,19,Webpayment@123,WebPayC,Blocked,222100******2347,1031,UX BOT,5/12/2022 5:32,P221210018168523,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:32,P2212B0043169292,632998,20,Webpayment&ryrtd123,WebPayC,Blocked,345678*****4564,1031,UX BOT,5/12/2022 5:32,P221210018168524,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:32,P2212B0043169294,632998,21,123,WebPayC,Blocked,601531******5676,1031,UX BOT,5/12/2022 5:32,P221210018168527,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
5/12/2022 5:32,P2212B0043169296,632998,22,123@avcd%,WebPayC,Blocked,361295****2349,1031,UX BOT,5/12/2022 5:32,P221210018168528,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 0:35,P221210018175442,632998,100,MasterCard 00,Capture AND Refund,Successful,512345******2346,1023,SUCCESSFUL,6/12/2022 0:35,P221210018175441,100,MasterCard 00,Capture AND Refund,testuatautomation@gmail.com
6/12/2022 0:36,P221210018175447,632998,100,Visa 00,Capture AND Refund,Successful,498765******8769,1023,SUCCESSFUL,6/12/2022 0:36,P221210018175444,100,Visa 00,Capture AND Refund,testuatautomation@gmail.com
6/12/2022 0:36,P221210018175450,632998,100,American Express 00,Capture AND Refund,Successful,345678*****4564,1023,SUCCESSFUL,6/12/2022 0:36,P221210018175449,100,American Express 00,Capture AND Refund,testuatautomation@gmail.com
6/12/2022 0:36,P221210018175453,632998,100,Diners Club 00,Capture AND Refund,Successful,361295****2349,1023,SUCCESSFUL,6/12/2022 0:36,P221210018175452,100,Diners Club 00,Capture AND Refund,testuatautomation@gmail.com
6/12/2022 0:36,P221210018175456,632998,100,QCard 00,Capture AND Refund,Successful,601531******5676,1023,SUCCESSFUL,6/12/2022 0:36,P221210018175455,100,QCard 00,Capture AND Refund,testuatautomation@gmail.com
6/12/2022 2:36,P221210018176322,632998,100,Non3DS 00,Non3DS 00,Successful,512345******2346,1023,SUCCESSFUL,6/12/2022 2:35,P221210018176321,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
6/12/2022 2:36,P221210018176324,632998,100,Non3DS 00,Non3DS 00,Successful,498765******8769,1023,SUCCESSFUL,6/12/2022 2:36,P221210018176323,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
6/12/2022 2:36,P221210018176326,632998,100,Non3DS 00,Non3DS 00,Successful,345678*****4564,1023,SUCCESSFUL,6/12/2022 2:36,P221210018176325,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
6/12/2022 2:36,P221210018176328,632998,100,Non3DS 00,Non3DS 00,Successful,361295****2349,1023,SUCCESSFUL,6/12/2022 2:36,P221210018176327,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
6/12/2022 2:36,P221210018176330,632998,100,Non3DS 00,Non3DS 00,Successful,601531******5676,1023,SUCCESSFUL,6/12/2022 2:36,P221210018176329,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
6/12/2022 3:57,P221210018176596,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,6/12/2022 3:57,P2212T0043177450,30,UXRefFilter,UxTransactionFilter,API\110387
6/12/2022 3:58,P221210018176601,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,6/12/2022 3:58,P2212T0043177454,30,UXRefFilter,UxTransactionFilter,API\110387
6/12/2022 4:32,P221210018176734,632998,6,Refund,Refund UX,Successful,411111******1111,1232,Ux Bot,6/12/2022 4:31,P221210018176733,20,VTR,Card txn,testuatautomation@gmail.com
6/12/2022 4:32,P2212B0043177587,632998,30,Refund,Refund UX,Blocked,411111******1111,1232,Ux Bot,6/12/2022 4:32,P221210018176735,20,VTR,Card txn,testuatautomation@gmail.com
6/12/2022 5:14,P2212B0043177698,632998,26,Refund,Refund UX,Blocked,411111******1111,1234,UX BOT,6/12/2022 5:14,P221210018176845,25,Refund,Refund,testuatautomation@gmail.com
6/12/2022 5:15,P2212B0043177700,632998,25.01,Refund,Refund UX,Blocked,345678*****4564,1234,UX BOT,6/12/2022 5:14,P221210018176847,25,Refund,Refund,testuatautomation@gmail.com
6/12/2022 5:15,P2212B0043177702,632998,99,Refund,Refund UX,Blocked,601531******5676,1234,UX BOT,6/12/2022 5:15,P221210018176848,25,Refund,Refund,testuatautomation@gmail.com
6/12/2022 5:15,P2212B0043177704,632998,25.99,123Refund,Refund UX,Blocked,558715******1374,1234,UX BOT,6/12/2022 5:15,P221210018176849,25,Refund,Refund,testuatautomation@gmail.com
6/12/2022 5:15,P2212B0043177706,632998,26,Refund,Refund UX,Blocked,222100******2347,223,UX Token Bot,6/12/2022 5:15,P221210018176850,25,Refund,Refund,testuatautomation@gmail.com
6/12/2022 5:15,P2212B0043177710,632998,26.12,Refund,Refund UX,Blocked,512345******2346,1023,SUCCESSFUL,6/12/2022 5:15,P221210018176853,25,Refund,Refund,testuatautomation@gmail.com
6/12/2022 5:15,P2212B0043177712,632998,25.99,Refund@234,Refund UX,Blocked,345678*****4564,1234,UX BOT,6/12/2022 5:15,P221210018176854,25,Refund,Refund,testuatautomation@gmail.com
6/12/2022 5:30,P221210018176906,632998,5,WebpaymentC,WebPayC,Successful,411111******1111,1031,UX BOT,6/12/2022 5:30,P221210018176901,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:30,P221210018176908,632998,9,WebpaymentC,WebPayC,Successful,558715******1374,1031,UX BOT,6/12/2022 5:30,P221210018176907,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:30,P221210018176910,632998,10,WebpaymentC,WebPayC,Successful,222100******2347,1031,UX BOT,6/12/2022 5:30,P221210018176909,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:30,P221210018176912,632998,7,WebpaymentC,WebPayC,Successful,345678*****4564,1031,UX BOT,6/12/2022 5:30,P221210018176911,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:31,P221210018176914,632998,7,WebpaymentC,WebPayC,Successful,601531******5676,1031,UX BOT,6/12/2022 5:31,P221210018176913,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:31,P221210018176918,632998,2,WebpaymentC,WebPayC,Successful,361295****2349,1031,UX BOT,6/12/2022 5:31,P221210018176917,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:31,P221210018176921,632998,5,WebpaymentRef,WebPayC,Successful,411111******1111,1031,UX BOT,6/12/2022 5:31,P221210018176920,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:31,P221210018176924,632998,9,Webpayment123,WebPayC,Successful,558715******1374,1031,UX BOT,6/12/2022 5:31,P221210018176923,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:32,P221210018176926,632998,10,Webpayment@123,WebPayC,Successful,222100******2347,1031,UX BOT,6/12/2022 5:31,P221210018176925,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:32,P221210018176928,632998,7,Webpayment&ryrtd123,WebPayC,Successful,345678*****4564,1031,UX BOT,6/12/2022 5:32,P221210018176927,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:32,P221210018176932,632998,7,123,WebPayC,Successful,601531******5676,1031,UX BOT,6/12/2022 5:32,P221210018176931,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:32,P221210018176934,632998,2,123@avcd%,WebPayC,Successful,361295****2349,1031,UX BOT,6/12/2022 5:32,P221210018176933,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:32,P2212B0043177792,632998,11,WebpaymentC,WebPayC,Blocked,411111******1111,1031,UX BOT,6/12/2022 5:32,P221210018176935,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:33,P2212B0043177794,632998,12,WebpaymentC,WebPayC,Blocked,558715******1374,1031,UX BOT,6/12/2022 5:33,P221210018176936,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:33,P2212B0043177798,632998,13,WebpaymentC,WebPayC,Blocked,222100******2347,1031,UX BOT,6/12/2022 5:33,P221210018176937,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:33,P2212B0043177800,632998,14,WebpaymentC,WebPayC,Blocked,345678*****4564,1031,UX BOT,6/12/2022 5:33,P221210018176940,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:33,P2212B0043177802,632998,14,WebpaymentC,WebPayC,Blocked,601531******5676,1031,UX BOT,6/12/2022 5:33,P221210018176941,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
